"HP-PC Pavilion 14-ce3034nl Notebook, Intel Core i5-1035G1, RAM 8 GB, SSD 512 GB, Grafica UHD Intel, Windows 10 Home, Schermo 14"" FHD Antiriflesso, Lettore Impronte Digitali, Lettore Micro SD, Argento"	https://amazon.it//Pavilion-14-ce3034nl-Notebook-i5-1035G1-Antiriflesso/dp/B082YN4W9N/ref=sr_1_68?dchild=1&keywords=computer&qid=1605439803&sr=8-68		Esalta la tua personalitàEsprimiti come mai prima d’ora con questo potente e ultrasottile PC, realizzato proprio su misura per te. Elegante per seguirti ovunque, potente per superare ogni giornataMassima produttivitàTutte le tue attività diventano più facili e veloci con un processore ad alte prestazioni. Guarda video, ritocca foto e connettiti con familiari e amici con tutta la potenza di cui hai bisogno. Colori estremamente accuratiGrazie a una copertura dello spazio colore NTSC del 45%, questo monitor HP garantisce una riproduzione ideale del colore. Perfetto per foto, video e per tutti i tuoi progetti creativi. Perfetta visualizzazione dei dettagliCon 250 nit di luminosità, potrai godere di dettagli nitidissimi, una qualità dell’immagine ottimizzata e sfumature di colore perfette, anche in condizioni di elevata luminosità. USB-C™Alimenta il tuo dispositivo o collega un display esterno con l'incredibile porta Thunderbolt™ USB-C™ dalla rapidissima velocità di trasferimento dati da 40 Gb/s. La forma del connettore, inoltre, fa sì che tu non debba più preoccupartidel verso di inserimento. HP Wide Vision HD CameraIl campo visivo grandangolare a 88 gradi consente videochat dai dettagli straordinari con l'intera famiglia o i tuoi amici. Tastiera retroilluminataPuò essere utilizzata anche in condizioni di scarsa illuminazione o in aereo, durante i voli notturni. Grazie alla tastiera illuminata, consente di digitare comodamente in qualunque condizione. Archiviazione cloud DropboxArchivia e sincronizza i tuoi contenuti online con Dropbox. Ottieni 25 GB di storage per un anno per accedere ai tuoi contenuti e condividere foto, musica e file da qualsiasi luogo con accesso a Internet. Lettore di schede di memoria SD e microSDÈ sufficiente inserire una scheda SD o micro SD per aumentare la memoria del dispositivo e archiviare più film, foto e musica oppure per accedere facilmente a qualsiasi contenuto memorizzato su una scheda esistente.	0
"Acer Aspire 573G-54208G50akk 1.6GHz i5-4200U 15.6"" 1920 x 1080Pixel Nero Computer portatile"	https://amazon.it//Acer-573G-54208G50akk-i5-4200U-1080Pixel-portatile/dp/B00DTFMPQ0/ref=sr_1_69?dchild=1&keywords=computer&qid=1605439803&sr=8-69		'Aspire Aspire V5 – 573 G-54208G50akk – 15.6 Notebook – Core i5 1.6 GHz, display 39,6-cm	0
Babacom Supporto PC Portatile, Alluminio Ventilato Porta Notebook, Raffreddamento Regolabile Porta PC, Leggero Notebook Riser Compatibile con MacBook Air/pro, Huawei Matebook D/Altri 10-15.6” Tablet	https://amazon.it//Babacom-Portatile-Alluminio-Ergonomico-Regolabile/dp/B07TBR2WYD/ref=sr_1_70?dchild=1&keywords=computer&qid=1605439803&sr=8-70	18,99 €		0
Singularity	https://amazon.it//gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.38b9dcea-a29a-e06a-eab0-d806769e1474%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B08F7ZRZML&ref=sr_1_71&keywords=computer&qid=1605439803&sr=8-71			0
custodia per disco hard drive case duro 2.14	https://amazon.it//custodia-disco-hard-drive-case/dp/B08H7ZFF9K/ref=sr_1_72?dchild=1&keywords=computer&qid=1605439803&sr=8-72	15,00 €		0
custodia per disco hard drive case duro 2.11	https://amazon.it//custodia-disco-hard-drive-case/dp/B08H875CY2/ref=sr_1_73?dchild=1&keywords=computer&qid=1605439803&sr=8-73	15,00 €		0
custodia per disco hard drive case duro 2.10	https://amazon.it//custodia-disco-hard-drive-case/dp/B08H84FQFL/ref=sr_1_74?dchild=1&keywords=computer&qid=1605439803&sr=8-74	15,00 €		0
"Notebook Pc Portatile Lenovo Display Led da 15.6"" / Cpu Amd A4 2.30GHz / Ram 8Gb Ddr4 / Ssd 256gb / Grafica Radeon R3 / Hdmi / Masterizzatore / Wifi / Bluetooth /Web Cam / Open Office / Windows 10 pro"	https://amazon.it//Notebook-Portatile-Lenovo-Masterizzatore-Bluetooth/dp/B07T2MGF8R/ref=sr_1_75?dchild=1&keywords=computer&qid=1605439803&sr=8-75		"Per un'azienda più efficiente Scopri LENOVO V145, un notebook da 38,1 cm (15""), progettato per migliorare le attività aziendali di ogni giorno. Ottieni maggiore produttività ed efficienza grazie all'affidabilità del processore e della scheda grafica AMD, proteggi i tuoi dati tramite crittografia di livello professionale e offri ai dipendenti comode funzionalità ergonomiche, racchiuse in uno chassis dal design innovativo, essenziale e professionale. Grazie all'affidabile notebook LENOVO V145 potrete lavorare con la massima efficienza. Grazie a Windows 10 Pro,l'SSD presente come spazio di archiviazione e le APU AMD A4 veloci e affidabili, è ideale per le aziende e per chi è spesso in movimento. Sfruttate al meglio questo Notebook dal prezzo interessante, dotato degli strumenti di collaborazione fondamentali. Lenovo V V145 Nero Computer portatile 39,6 cm (15.6"") 1366 x 768 Pixel - CPU 2,3 GHz AMD A A4-9125 - LICENZA WINDOWS 10 PROFESSIONAL SCHEDA GRAFICA RADEON R3 INTEGRATA,WI-FI , BLUETHOOTH 4,1 - 2 X USB 3.0 , 1 X HDMI ,1 X RJ45 , LETTORE CARD E MASTERIZZATORE IL WINDOWS 10 PROFESSIONAL 64 BIT ORIGINALE CON ETICHETTA SERIALE (no DVD) è già installato dal nostro centro assistenza - tutti i driver sono già installati ,Programmi per uso quotidiano inclusi in omaggio OPEN SURCE (Office ecc..) + applicazione di assistenza online free - RGDIGITAL offre garanzia 2 anni su software"	0
Nella rete del serial killer	https://amazon.it//gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.5ab6c977-b133-4f49-10fa-175e720cd19e%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07YNY5G7J&ref=sr_1_76&keywords=computer&qid=1605439803&sr=8-76			0
"BELLEMOND 2 Set - Made in Japan Pellicola Protettiva di Alta qualità della Carta Kent Compatibile con iPad Air 4 10.9"" 2020 - Riduce l'usura della Punta del Pennino Fino all'86%"	https://amazon.it//BELLEMOND-Set-Pellicola-Protettiva-Compatibile/dp/B08JGLJJNV/ref=sr_1_77?dchild=1&keywords=computer&qid=1605439803&sr=8-77		"✍【 2 x Kent carta Paper-feel Pellicola Protettiva compatibile con iPad Air 4 10.9"" 2020】  ✅【 Sensazione come scrivere su carta!】BELLEMOND Kent Paper-feel pellicola protettiva è la prima protezione per schermo specializzato nel riprodurre la stessa sensone della carta Kent quando si utilizza l'Apple Pencil su iPad Air! Provate la differenza di Paper-feel, con il vantaggio di uno schermo senza riflesso! Scrivi su iPad Air come se fosse della carta Kent! ✅【Ideale per disegnare, fare schizzi e prendere appunti!】Disegnare con Apple Pencil su iPad utilizzando la nostra pellicola è la migliore esperienza che si può provare utilizzando la carta Kent. Con la pellicola protettiva paper-feel, la tua mano scivola bene sulla superficie di iPad, rendendo l'esperienza del disegno digitale molto più soddisfacente. La protezione dello schermo simula la sensazione della carta Kent, mantenendo al minimo il riflesso. La carta Kent Paper-feel ha una superficie ottima ed una distorsione dell’immagine minima. Prova sul tuo iPad Air con l'Apple Pencil, una meraviglia. ✅【 No riflesso, Anti impronte digitali & 3H antigraffio 】La superficie opaca riduce l’intensità del sole, quindi è possibile divertirsi utilizzando l’iPad sotto il sole senza quei fastidiosi riflessi. Fantastica resistenza alle impronte digitali e allo sporco. ✅【 Soddisfazione del cliente garantita! 】""Garanzia di 18 mesi"" potete stare tranquilli se ci sono problemi sulla qualità del prodotto è possibile sostituirlo o essere rimborsati. Contattateci subito! ✅【 Accessori 】Incluso nella confezione 5 articoli per l’installazione.Panno umido, Panno per la pulizia dello schermo, Tessera antibolle, Nastro adesivo per eliminare la polvere ed istruzioni. l’installazione sul video guida su YouTube!"	0
ZIPRINT Compatibili HP 304 304 XL Cartucce per HP Envy 5020 5030 5032 HP Deskjet 2630 3720 3730 3732 2600 2620 2632 2622 2633 (3 nero).	https://amazon.it//ZIPRINT-Compatibili-Cartucce-Envy-Deskjet/dp/B08GX5Z38J/ref=sr_1_78?dchild=1&keywords=computer&qid=1605439803&sr=8-78	40,90 €	Cos'è ECO-SAVER? Eco-Saver è un nuovo prodotto a cartucce d'inchiostro di Ziprin, con testina di stampa riutilizzabile e più cartucce di ricambio. Eco-Saver è in grado di salvare la vita delle testine di stampa e stampare un totale di 1440 pagine. La testina di stampa di prodotti OEM può essere utilizzata una sola volta e produce solo 480 pagine. Compatibile con: HP ENVY 5010 5020 5030 5032. HP DeskJet 3720 3730 3732 3733 3735 3750 3760 3762 3764. HP DeskJet 2620 2622 2630 2632 2633 2634. Si prega di utilizzare le cartucce d'inchiostro secondo la pagina dettagliata o le istruzioni nella confezione. Contenuto della confezione: 1 testina di stampa riutilizzabile e 3 cartucce di inchiostro nero. (La testina di stampa è già installata in una delle cartucce di inchiostro). Come si usa? Attenzione: non toccare il chip o gli ugelli dell'inchiostro. [Quando si utilizza questo prodotto per la prima volta]: 1. La testina di stampa è stata integrata in una delle cartucce. Estrarre questa cartuccia di inchiostro installata. 2. Inserire la cartuccia d'inchiostro con testina di stampa direttamente nella stampante. Come sostituire.】 1. Quando la cartuccia è vuota, rimuovere la cartuccia d'inchiostro dalla stampante e poi rimuovere la testina di stampa installata sulla cartuccia. 2. Fare attenzione a non smaltire la testina di stampa riutilizzabile. 3. Rimuovere il cappuccio della nuova cartuccia d'inchiostro, quindi installare la testina di stampa riutilizzabile e la nuova cartuccia. 4. Dopo l'assemblaggio, pulire l'ugello 1-2 volte con salviette di carta. 5. Inserire la cartuccia di inchiostro montata nella stampante e utilizzarla. Servizi intelligenti. Scegliete i prodotti Ziprint. Se avete domande sull'utilizzo del prodotto, non esitate a contattarci. Risolviamo i problemi 24 ore su 24, 7 giorni su 7, offrendo assistenza tecnica professionale.	1
PC DESKTOP COMPUTER FISSO CON LICENZA WINDOWS 10 pro Talloncino con seriale INTEL QUAD CORE RAM 8GB DDR HD1TB DVD/WIFI/HDMI FISSO COMPLETO ASSEMBLATO	https://amazon.it//DESKTOP-LICENZA-Talloncino-COMPLETO-ASSEMBLATO/dp/B01BTW2T60/ref=sr_1_79?dchild=1&keywords=computer&qid=1605439803&sr=8-79		Possibilità di scegliere tra Windows 7 oppure Windows 10 pro licenziato. Riceverete un messaggio in automatico dopo l'acquisto che vi fara' scegliere quale sistema vi occorre. Componenti sostituibili su richiesta Garanzia Italia 24 mesi Personalizzazioni su richiesta. Cabinet:CASE CON ALIMENTATORE 500/550 WATT CPU: Intel Quad Core Q1900M fino a 2,5 Ghz Scheda Madre:ASROCK Q1900M RAM: DDR3 sodimm 8GB PC1600 ,Hard Disk: 1TB GB SATA TOSHIBA , Supporto Ottico LG: Masterizzatore DVD 22x S.O. , Scheda USB o PCI Tp-Link Wifi Win 7 Capacità massima della memoria di sistema: 16GB MASTERIZZATORE DVD 22X Il PC non include mouse, tastiera, monitor ed ogni altra periferica non specificata nella descrizione. Configurazione base che puo' essere modificata in base alle Vs. esigenze. A Scelta INCLUSA LICENZA WINDOWS 7 oppure Windows 10 pro Talloncino con seriale. PER MODIFICHE HARDWARE CONTATTACI, SIAMO A TUA COMPLETA DISPOSIZIONE PER QUALSIASI RICHIESTA!	0
"Acer Aspire 3 A315-55G-517D Nero Computer Portatile 39,6 cm (15.6"") 1920 x 1080 Pixel 10th Gen Intel® Core i5 i5-10210U 8 GB DDR4-SDRAM 512 GB SSD 3G Aspire 3 A315-55G-517D, 10th Gen Intel"	https://amazon.it//Acer-A315-55G-517D-Portatile-i5-10210U-DDR4-SDRAM/dp/B07W8J7QY9/ref=sr_1_80?dchild=1&keywords=computer&qid=1605439803&sr=8-80			0
Coener M15 Mouse Wireless Ricaricabile, 2,4G Mouse Silenzioso Portatile Ottico Senza Fili con Nano Ricevitore e Tipo-c 3 Livelli DPI Regolabile per Notebook, PC, Laptop, MacBook (Argento)	https://amazon.it//Ricaricabile-Silenzioso-Portatile-Ricevitore-Regolabile/dp/B08CSJ3Y1M/ref=sr_1_81?dchild=1&keywords=computer&qid=1605439803&sr=8-81	12,99 €	Connessione stabile a 2,4 GHz   Distanza di trasmissione wireless stabile fino a 10 m. Plug and play, nessun ritardo o interruzione. (Il ricevitore USB è memorizzato nella parte inferiore del mouse)   Design colorato e leggero con base in metallo   7 La luce respiratoria a LED colorati cambia alternativamente, la luce rilassante illumina il mouse al buio, non può essere impostata su un colore specifico.   Risparmio energetico   (1) La luce a LED può essere spenta dall'interruttore della luce inferiore. (2) Si spegnerà automaticamente dopo 8 minuti di inattività per il risparmio energetico.  Porta USB e Tipo-c tra cui scegliere   1.Se il computer è dotato di porta USB, basta prendere il ricevitore USB dalla parte inferiore del mouse, quindi inserire il ricevitore USB nella porta USB del computer.  2.Se il computer è di porta Tipo-c / USB-C, è necessario prima inserire l'adattatore USB-C nel computer, quindi inserire il ricevitore USB nell'adattatore USB-C.  Come usare   1. Caricare il mouse per circa 1,5-2 ore prima di utilizzarlo per la prima volta.  2. Estrarre il ricevitore USB, che è memorizzato nella parte posteriore del mouse.  3. Inserire il ricevitore USB nella porta USB del PC.  4. Accendi il mouse, l'interruttore si trova nella parte inferiore del mouse.  5. Attendere qualche secondo, nessuna azione necessaria, attendere. Quindi puoi usarlo.  Pacchetto:   1 x mouse wireless  1 x ricevitore USB  1 x cavo di ricarica USB  1 x adattatore di tipo C.  1 x manuale utente	0
Lechnical Computer Portatile Pura P01 da 14 Pollici AMD A9-9420E / 8 GB DDR4 / 256 GB SSD Portatile con Schermo 1920 * 1080 FHD Spina Rosa UE	https://amazon.it//Lechnical-Computer-Portatile-Pollici-A9-9420E/dp/B08KG6D3SM/ref=sr_1_82?dchild=1&keywords=computer&qid=1605439803&sr=8-82	481,99 €	"Caratteristiche:  Adotta un processore AMD A9-9420E ad alte prestazioni, 8 GB di RAM e SSD da 256 GB, risposta fluida e veloce.  Schermo Full HD da 14 pollici 1920 * 1080 con anti-riflesso e ampio angolo di visione, che presenta immagini dettagliate in modo chiaro con un tempo di risposta stabile in varie condizioni di illuminazione interna ed esterna.  Il design leggero e ultra sottile, facile da trasportare, il guscio antiscivolo può ridurre efficacemente il rischio di danni.  Dotato di diverse porte compatibili con altri dispositivi, è possibile caricare, trasferire dati, visualizzare e connettersi contemporaneamente a vari dispositivi per soddisfare le diverse esigenze.  La batteria al litio incorporata da 4830 mAh con tecnologia di risparmio energetico offre una lunga durata.  Specifica:  Tipo: laptop  Marchio: AVITA  Modello: PURA P01  Colore: nero / grigio / blu / rosa ( opzionale )  Sistema operativo: Windows 10 Home  CPU: AMD A9-9420E  Velocità della CPU: 1,8 GHz  Dimensioni dello schermo: 14 ""  Rapporto schermo: 16: 9  Risoluzione: 1920 * 1080  Tipo di schermo: IPS  Memoria: 8 GB DDR4  SSD: SSD M.2 da 256 GB  Scheda grafica: AMD Radeon R5 Graphics  Capacità della batteria: 7,6 V 4830 mAh  Interfaccia: 2 * USB 3.0, 1 * Type-C, 1 * porta audio da 3,5 mm, 1 * slot per schede MicroSD, 1 * HDMI, 1 * porta di alimentazione  Dimensioni dell'articolo: 33,2 * 22,1 * 1,7 cm / 13,07 * 8,7 * 0,67 pollici  Peso dell'articolo: ca. 1340 g / 47,27 once  Lista imballaggio:  1 * laptop  1 * adattatore di alimentazione  1 * Manuale dell'utente  1 * Borsa per laptop"	0
Megaport PC Completo AMD Athlon 3000G 2x 3.50GHz • AMD Radeon Vega 3 • Schermo ASUS Full-HD LED 24” • Tastiera/Mouse • Windows 10 Home • 1TB HDD • 8GB RAM DDR4 2400	https://amazon.it//Megaport-Completo-A8-9600-Tastiera-completo/dp/B01K7YAMEC/ref=sr_1_83?dchild=1&keywords=computer&qid=1605439803&sr=8-83		Grazie al processore Athlon 3000G 2x 3.50GHz anche le applicazioni più complicate non rappresentano più un problema per questo PC. La memoria ad accesso casuale Crucial da 8 GB DDR4 2400 MHz, inoltre, permette rapidi tempi di accesso a programmi aperti. Per permettervi di installare un gran numero di giochi sul computer, avete a disposizione un disco rigido da 1000GB.  Per rendere dignitose tutte queste prestazioni anche a livello ottico, le componenti trovano il loro alloggio nello stiloso case Megaport Hunter LED retroilluminato.  Il tutto viene completato da uno schermo da 24” pollici e un set tastiera e mouse.    Dati tecnici   - Sistema operativo: Windows 10 Home  - Processore: AMD Athlon 3000G 2x 3.50GHz  - Scheda madre: MSI A320M PRO  - Memoria RAM: 8GB DDR4 2400 MHz   - Scheda grafica: AMD Radeon Vega 3   - Disco rigido: Disco rigido SATA II da 1000 GB   - Case: Design Tower Megaport Hunter LED   - Alimentatore: 400 Watt   - Schermo: Schermo LED ASUS da 24” - Risoluzione: 1920x1080 (FullHD)   - Tastiera/Mouse: Set tastiera + Mouse	0
Computer fisso INTEL CORE i5 QUAD CORE pc desktop SSD 120 HDD 1 TB RAM 8 GB WINDOWS 10 PRO COA STICKER - WiFi - ALTE PRESTAZIONI SISTEMA OPERATIVO COMPLETO	https://amazon.it//Computer-fisso-desktop-WINDOWS-STICKER/dp/B07CL9MJ82/ref=sr_1_84?dchild=1&keywords=computer&qid=1605439803&sr=8-84	299,99 €	PC DESKTOP COMPUTER FISSO INTEL CORE i5 4x3.40 GHz RAM 8 GB HD 1TB SSD 120 GB / WINDOWS ORIGINALE / WIFI SISTEMA OPERATIVO: Viene installata una versione ORIGINALE di WINDOWS 10 pro 64 BIT, valido anche per tutte le attività commerciali Per poter usufruire del wifi,viene fornito un adattatore usb wifi (chiavetta) SU RICHIESTA POSSIAMO INSTALLARE WINDOWS 7 PRO SCHEDA VIDEO INTEGRATA (PORTA VGA) CONTATTACI PER AVERE UN PREVENTIVO CON UNA SCHEDA VIDEO DEDICATA	0
ionz KZ08W V2 - Custodia per PC M/ATX ATX MID TOWER in vetro temperato bianco	https://amazon.it//ionz-KZ08W-V2-Custodia-temperato/dp/B08LW2M7YC/ref=sr_1_85?dchild=1&keywords=computer&qid=1605439803&sr=8-85	44,30 €		0
Blackview Tab8 Tablet 4G LTE + WIFI con 10.1'' FHD, Android 10, 4GB RAM + 64GB ROM, 128GB Espandibili, Octa-Core, Batteria 6580mAh, Fotocamera 13MP, 1920*1200,Dual SIM/GPS/Bluetooth/Face ID/OTG-Grigio	https://amazon.it//Blackview-Tab8-Espandibili-Fotocamera-OTG-Grigio/dp/B08HHJGVPP/ref=sr_1_86?dchild=1&keywords=computer&qid=1605439803&sr=8-86	159,99 €		1
Portatile HP Stream 14-ds0008nf Blu A4-9120e dual 4GB DDR4 64GB eMMC AMD Graphics - UMA 14'' HD slim SVA W10H-MS 1V2L8EA#ABF	https://amazon.it//Portatile-HP-14-ds0008nf-A4-9120e-Graphics/dp/B08D9WSJZN/ref=sr_1_87?dchild=1&keywords=computer&qid=1605439803&sr=8-87	309,60 €	Tra la casa, la scuola e il lavoro, la vostra vita mobile richiede un computer che non abbandona. Grazie alla durata della batteria fino a 8 ore e 15 minuti, questo notebook HP è tutto ciò che il tuo smartphone non può realizzare. Accedi ai social network, gioca e lavora con tutta la giornata grazie all'interfaccia familiare di un notebook con un aspetto incredibilmente elegante.	1
Trust Basi Mouse a 3 Tasti con Tecnologia Ottica, Nero	https://amazon.it//Trust-Mouse-Ottico-3-Tasti/dp/B0028YR53Q/ref=sr_1_88?dchild=1&keywords=computer&qid=1605439803&sr=8-88	6,50 €	Mouse a 3 tasti con tecnologia ottica Sensore ottico avanzato per un controllo dei movimenti ad alta precisione Adatto per utenti destri e mancini È sufficiente collegare il prodotto per iniziare a usarlo: nessun driver da installare	0
"Lenovo IdeaPad 3 Chromebook Notebook, Display 11.6"" HD, Processore Intel Celeron N4000, 32GB eMMC, 4GB RAM, Chrome OS, Onyx Black"	https://amazon.it//Lenovo-IdeaPad-Chromebook-Notebook-Processore/dp/B08D9R3849/ref=sr_1_89?dchild=1&keywords=computer&qid=1605439803&sr=8-89	249,99 €	"Lenovo IdeaPad 3 Chromebook, Display 11.6"" HD, Processore Intel Celeron N4000, 32GB eMMC, 4GB RAM, Chrome OS, Onyx Black. Display 11.6"" HD con risoluzione 1366 x 768; la risoluzione HD consente di godere di dettagli cristallini e colori vivaci."	1
